"Longitude","Latitude","Date","Survey_Type"
-77.0337,38.91972,2015-02-11,"transect"
-77.02232,38.95681,2018-10-13,"transect"
-77.01266,38.94154,2015-10-14,"transect"
-77.04866,38.91535,2017-07-07,"transect"
-77.01064,38.93342,2017-12-06,"transect"
-77.01032,38.94275,2013-09-17,"transect"
-77.0351,38.91863,2018-12-14,"transect"
-77.06082,38.91062,2012-03-27,"transect"
-77.02404,38.90577,2019-09-05,"transect"
-77.02061,38.9379,2013-05-23,"transect"
-77.01625,38.94711,2014-01-17,"transect"
-77.01749,38.93414,2013-01-13,"transect"
-77.03308,38.90541,2014-02-23,"transect"
-77.02045,38.94881,2015-07-01,"transect"
-77.04601,38.92554,2016-03-27,"transect"
-77.02669,38.92069,2010-08-25,"transect"
-77.01952,38.93778,2020-02-23,"transect"
-77.03635,38.91123,2011-09-12,"transect"
-77.02825,38.91244,2012-03-14,"transect"
-77.03245,38.93778,2018-06-01,"transect"
-77.00736,38.93511,2011-05-28,"transect"
-77.02591,38.93002,2015-03-19,"transect"
-77.05443,38.91572,2011-03-16,"transect"
-77.02482,38.94978,2010-12-01,"transect"
-77.01438,38.90698,2019-07-13,"transect"
-77.01827,38.9379,2019-06-06,"transect"
-77.01422,38.94845,2012-12-26,"transect"
-77.00627,38.95039,2018-09-08,"transect"
-77.051,38.92129,2016-09-22,"transect"
-77.02482,38.90395,2018-12-16,"transect"
-77.03884,38.91305,2011-02-28,"transect"
-77.06674,38.90711,2014-08-21,"transect"
-77.03401,38.92796,2018-02-22,"transect"
-77.01328,38.92832,2015-05-12,"transect"
-77.01266,38.92202,2013-12-13,"transect"
-77.00799,38.93827,2010-02-12,"transect"
-77.03386,38.90723,2018-08-10,"transect"
-77.04336,38.92711,2020-03-14,"transect"
-77.01734,38.92335,2017-01-05,"transect"
-77.01702,38.95208,2010-06-26,"transect"
-77.02419,38.90516,2010-05-17,"transect"
-77.01251,38.92541,2015-10-07,"transect"
-77.0164,38.92493,2014-11-07,"transect"
-77.063,38.91014,2014-01-29,"transect"
-77.0178,38.93887,2017-05-30,"transect"
-77.027,38.92735,2017-01-13,"transect"
-77.01547,38.95026,2010-01-25,"transect"
-77.05209,38.91693,2015-01-07,"transect"
-77.05271,38.9242,2010-04-24,"transect"
-77.00674,38.95026,2010-08-13,"transect"
-77.05863,38.91268,2016-04-20,"transect"
-77.03464,38.90565,2010-08-30,"transect"
-77.03386,38.91462,2013-12-01,"transect"
-77.0136,38.94845,2018-10-06,"transect"
-77.01843,38.94142,2011-07-14,"transect"
-77.01718,38.94808,2014-12-15,"transect"
-77.03417,38.90347,2011-08-06,"transect"
-77.02762,38.9185,2015-06-30,"transect"
-77.03838,38.90335,2016-07-22,"transect"
-77.02965,38.95026,2017-04-02,"transect"
-77.02404,38.90711,2019-12-14,"transect"
-77.00783,38.95123,2017-05-04,"transect"
-77.05302,38.91729,2018-03-02,"transect"
-77.02186,38.95705,2016-03-02,"transect"
-77.01905,38.93645,2018-11-22,"transect"
-77.02778,38.90407,2019-03-12,"transect"
-77.05147,38.91353,2018-12-12,"transect"
-77.06331,38.91135,2019-09-17,"transect"
-77.03557,38.93996,2017-12-16,"transect"
-77.02451,38.93378,2015-11-01,"transect"
-77.02217,38.9048,2020-04-11,"transect"
-77.03557,38.90395,2010-11-28,"transect"
-77.0298,38.94348,2018-03-22,"transect"
-77.04196,38.91596,2017-08-22,"transect"
-77.02373,38.90698,2014-12-26,"transect"
-77.03464,38.90322,2016-09-08,"transect"
-77.04321,38.92287,2018-04-12,"transect"
-77.03074,38.94663,2014-04-28,"transect"
-77.02591,38.91014,2015-12-23,"transect"
-77.02965,38.94214,2011-08-21,"transect"
-77.01266,38.93851,2018-09-21,"transect"
-77.0418,38.93681,2010-06-17,"transect"
-77.01531,38.94663,2010-11-08,"transect"
-77.03214,38.90335,2020-03-08,"transect"
-77.05754,38.91365,2018-09-23,"transect"
-77.01079,38.95014,2015-10-31,"transect"
-77.03697,38.91244,2018-07-29,"transect"
-77.02092,38.94917,2019-02-01,"transect"
-77.03791,38.92529,2011-01-10,"transect"
-77.05536,38.91511,2015-05-31,"transect"
-77.03744,38.92942,2019-03-18,"transect"
-77.02622,38.94869,2016-05-09,"transect"
-77.02497,38.90456,2014-08-11,"transect"
-77.05115,38.92032,2016-03-17,"transect"
-77.03339,38.94154,2019-05-13,"transect"
-77.02139,38.93196,2013-05-25,"transect"
-77.00752,38.95123,2011-01-30,"transect"
-77.01515,38.9413,2015-03-24,"transect"
-77.04461,38.91741,2015-08-23,"transect"
-77.02217,38.94154,2012-11-27,"transect"
-77.00378,38.95281,2018-03-21,"transect"
-77.04258,38.93063,2012-01-18,"transect"
-77.02825,38.9362,2012-12-13,"transect"
-77.03651,38.94142,2015-10-09,"transect"
-77.01656,38.95208,2012-05-29,"transect"
-77.02497,38.90783,2018-05-14,"transect"
-77.01484,38.9499,2020-03-26,"transect"
-77.03728,38.93827,2017-10-08,"transect"
-77.0203,38.93802,2010-07-02,"transect"
-77.02264,38.92687,2013-04-20,"transect"
-77.01593,38.95269,2018-02-14,"transect"
-77.01765,38.95087,2018-07-14,"transect"
-77.05225,38.92469,2019-07-26,"transect"
-77.02669,38.92481,2016-10-24,"transect"
-77.03713,38.90371,2015-10-20,"transect"
-77.00315,38.95317,2013-02-13,"transect"
-77.03245,38.93766,2016-02-07,"transect"
-77.06144,38.91123,2015-04-14,"transect"
-77.02061,38.93002,2010-01-30,"transect"
-77.04882,38.91887,2010-06-22,"transect"
-77.00736,38.93778,2016-12-09,"transect"
-77.00284,38.90419,2018-09-06,"transect"
-77.00767,38.94845,2018-09-03,"transect"
-77.03339,38.93754,2011-06-29,"transect"
-77.02778,38.9299,2014-09-06,"transect"
-77.03822,38.93863,2019-10-20,"transect"
-77.05957,38.91183,2020-01-20,"transect"
-77.00128,38.95196,2018-11-26,"transect"
-77.0164,38.95329,2011-05-27,"transect"
-77.01921,38.94857,2016-02-11,"transect"
-77.01671,38.95099,2015-04-12,"transect"
-77.06113,38.91293,2014-05-30,"transect"
-77.03822,38.93851,2017-11-11,"transect"
-77.02419,38.90735,2016-10-30,"transect"
-77.01578,38.94978,2013-03-07,"transect"
-77.00705,38.95245,2015-03-30,"transect"
-77.03993,38.92069,2014-12-06,"transect"
-77.03541,38.9185,2013-05-10,"transect"
-77.0164,38.91887,2019-07-17,"transect"
-77.06128,38.9105,2013-04-19,"transect"
-77.01905,38.90662,2017-02-20,"transect"
-77.0178,38.90698,2013-10-08,"transect"
-77.06206,38.91171,2018-08-11,"transect"
-77.05754,38.91353,2013-03-08,"transect"
-77.05162,38.9219,2010-01-04,"transect"
-77.06923,38.90614,2016-04-09,"transect"
-77.027,38.91474,2014-02-18,"transect"
-77.03666,38.90917,2010-07-26,"transect"
-77.02373,38.94566,2014-12-17,"transect"
-77.00845,38.94093,2016-02-09,"transect"
-77.01812,38.9179,2014-04-06,"transect"
-77.01874,38.94699,2016-09-23,"transect"
-77.01734,38.90698,2019-09-13,"transect"
-77.04788,38.91899,2015-05-22,"transect"
-77.02341,38.95632,2013-09-18,"transect"
-77.04741,38.92372,2010-06-21,"transect"
-77.06799,38.90747,2011-05-20,"transect"
-77.00721,38.95002,2013-01-01,"transect"
-77.05926,38.91341,2012-05-18,"transect"
-77.05302,38.91644,2013-06-11,"transect"
-77.04118,38.92299,2011-02-07,"transect"
-77.00269,38.95317,2017-01-24,"transect"
-77.01734,38.93645,2015-05-24,"transect"
-77.01687,38.94602,2011-11-21,"transect"
-77.01095,38.94614,2016-01-09,"transect"
-77.00534,38.95305,2016-10-19,"transect"
-77.03495,38.91487,2016-10-07,"transect"
-77.02466,38.93827,2017-12-24,"transect"
-77.03884,38.9128,2012-11-15,"transect"
-77.01687,38.95123,2015-06-21,"transect"
-77.02419,38.90614,2014-07-04,"transect"
-77.05131,38.91717,2010-03-30,"transect"
-77.02684,38.95172,2016-06-25,"transect"
-77.02965,38.93572,2015-06-09,"transect"
-77.02918,38.93123,2020-02-14,"transect"
-77.02045,38.93257,2015-05-07,"transect"
-77.01734,38.94845,2012-10-07,"transect"
-77.01032,38.92893,2012-07-26,"transect"
-77.05053,38.9179,2016-06-13,"transect"
-77.0697,38.9065,2017-06-23,"transect"
-77.02279,38.91717,2014-12-02,"transect"
-77.01656,38.95317,2017-10-21,"transect"
-77.01734,38.9436,2010-12-21,"transect"
-77.05817,38.91147,2014-05-07,"transect"
-77.02653,38.92614,2013-10-21,"transect"
-77.01095,38.92796,2015-05-16,"transect"
-77.02139,38.93172,2018-07-30,"transect"
-77.03931,38.93196,2018-01-28,"transect"
-77.02373,38.91596,2019-04-11,"transect"
-77.04056,38.92541,2010-12-19,"transect"
-77.03354,38.93451,2011-04-26,"transect"
-77.02139,38.92251,2013-04-03,"transect"
-77.02232,38.93548,2020-02-22,"transect"
-77.03541,38.94239,2019-06-22,"transect"
-77.01702,38.94214,2013-12-14,"transect"
-77.04212,38.93099,2019-03-31,"transect"
-77.04243,38.92226,2015-10-17,"transect"
-77.05053,38.92166,2012-10-29,"transect"
-77.00814,38.95099,2014-02-21,"transect"
-77.06253,38.91038,2017-09-02,"transect"
-77.02934,38.91414,2019-01-18,"transect"
-77.00861,38.94966,2017-05-23,"transect"
-77.01017,38.94299,2010-07-12,"transect"
-77.01064,38.9413,2015-11-25,"transect"
-77.02949,38.91196,2019-05-30,"transect"
-77.00845,38.94954,2019-11-01,"transect"
-77.01469,38.90759,2018-04-29,"transect"
-77.03058,38.90444,2011-02-14,"transect"
-77.0323,38.90468,2012-11-10,"transect"
-77.04149,38.9162,2017-07-17,"transect"
-77.03806,38.92541,2018-08-12,"transect"
-77.04367,38.93184,2018-04-18,"transect"
-77.0044,38.95208,2019-11-23,"transect"
-77.01796,38.95002,2016-03-25,"transect"
-77.02404,38.93451,2012-01-02,"transect"
-77.01765,38.94748,2016-05-15,"transect"
-77.01235,38.94687,2012-01-30,"transect"
-77.02669,38.92299,2015-11-09,"transect"
-77.02825,38.94942,2018-08-21,"transect"
-77.01796,38.94687,2013-03-03,"transect"
-77.01702,38.95002,2019-02-19,"transect"
-77.01967,38.93584,2011-03-23,"transect"
-77.03105,38.91644,2015-06-26,"transect"
-77.04804,38.91547,2013-01-07,"transect"
-77.0136,38.94723,2019-03-05,"transect"
-77.02715,38.91111,2013-10-27,"transect"
-77.01999,38.95693,2013-03-15,"transect"
-77.0524,38.92445,2016-06-05,"transect"
-77.04757,38.9236,2014-01-25,"transect"
-77.01079,38.93305,2011-09-29,"transect"
-77.03682,38.94178,2017-11-10,"transect"
-77.02497,38.93572,2012-10-16,"transect"
-77.04492,38.92432,2010-10-18,"transect"
-77.0164,38.93705,2018-04-03,"transect"
-77.01827,38.93172,2011-07-10,"transect"
-77.01095,38.92493,2015-01-25,"transect"
-77.01874,38.94869,2014-05-31,"transect"
-77.02684,38.95317,2019-10-10,"transect"
-77.02528,38.93717,2015-06-02,"transect"
-77.04087,38.93487,2012-12-05,"transect"
-77.02108,38.93099,2017-06-25,"transect"
-77.04991,38.9179,2013-05-07,"transect"
-77.06502,38.90795,2016-11-22,"transect"
-77.01625,38.91887,2017-07-27,"transect"
-77.05131,38.9202,2018-08-15,"transect"
-77.039,38.91863,2014-06-29,"transect"
-77.02669,38.92748,2010-01-21,"transect"
-77.05801,38.91365,2015-02-07,"transect"
-77.02684,38.94748,2017-12-05,"transect"
-77.02419,38.95172,2017-08-03,"transect"
-77.04663,38.92432,2012-07-02,"transect"
-77.02622,38.90529,2016-04-27,"transect"
-77.00877,38.93051,2015-01-26,"transect"
-77.00284,38.95233,2011-03-11,"transect"
-77.0256,38.9413,2019-10-12,"transect"
-77.04289,38.93208,2019-10-24,"transect"
-77.04554,38.92578,2010-03-18,"transect"
-77.03339,38.9339,2014-04-19,"transect"
-77.02373,38.93863,2010-08-24,"transect"
-77.0217,38.9362,2011-12-09,"transect"
-77.03276,38.92396,2017-03-10,"transect"
-77.03822,38.91572,2019-06-01,"transect"
-77.01656,38.92493,2010-03-03,"transect"
-77.03697,38.91038,2012-05-08,"transect"
-77.06315,38.90989,2010-06-25,"transect"
-77.03448,38.93366,2012-08-08,"transect"
-77.03682,38.93293,2014-07-11,"transect"
-77.02435,38.95063,2014-04-23,"transect"
-77.00908,38.93548,2010-11-21,"transect"
-77.02497,38.95548,2015-01-15,"transect"
-77.03869,38.93984,2011-04-22,"transect"
-77.02669,38.92408,2019-09-11,"transect"
-77.0231,38.90419,2013-05-16,"transect"
-77.03089,38.91414,2014-01-27,"transect"
-77.03541,38.94324,2016-11-25,"transect"
-77.00144,38.95245,2015-10-22,"transect"
-77.01874,38.9459,2019-10-17,"transect"
-77.02669,38.90953,2012-09-20,"transect"
-77.04554,38.92044,2011-06-08,"transect"
-77.03432,38.93645,2018-10-03,"transect"
-77.00128,38.95305,2019-03-10,"transect"
-77.0404,38.92481,2012-11-21,"transect"
-77.0256,38.90868,2014-06-30,"transect"
-77.01001,38.92481,2017-11-06,"transect"
-77.05427,38.91608,2013-09-30,"transect"
-77.00923,38.94542,2012-01-22,"transect"
-77.05583,38.91208,2013-03-31,"transect"
-77.02669,38.93269,2012-10-15,"transect"
-77.04804,38.9299,2014-07-06,"transect"
-77.01251,38.94336,2011-07-05,"transect"
-77.01593,38.94251,2015-09-28,"transect"
-77.03012,38.91644,2012-06-04,"transect"
-77.00923,38.95305,2019-02-22,"transect"
-77.04243,38.9362,2019-04-15,"transect"
-77.01625,38.91863,2012-11-09,"transect"
-77.05427,38.92008,2010-06-03,"transect"
-77.03635,38.9276,2012-02-20,"transect"
-77.03432,38.94057,2011-02-18,"transect"
-77.03261,38.92857,2016-10-14,"transect"
-77.04788,38.92735,2016-06-14,"transect"
-77.01328,38.93281,2010-02-13,"transect"
-77.02622,38.9048,2018-02-12,"transect"
-77.01656,38.94287,2010-12-15,"transect"
-77.03526,38.9276,2012-08-11,"transect"
-77.01874,38.93693,2016-09-16,"transect"
-77.0457,38.92214,2018-05-08,"transect"
-77.02575,38.91523,2016-08-23,"transect"
-77.0231,38.91596,2011-10-08,"transect"
-77.06409,38.91026,2011-11-29,"transect"
-77.0443,38.92929,2018-04-11,"transect"
-77.04414,38.93366,2018-06-24,"transect"
-77.04523,38.92529,2013-04-22,"transect"
-77.01438,38.94663,2012-08-28,"transect"
-77.03682,38.90977,2019-11-20,"transect"
-77.04352,38.92263,2012-06-27,"transect"
-77.0178,38.93136,2015-10-05,"transect"
-77.01328,38.90674,2011-01-12,"transect"
-77.0376,38.9276,2011-09-23,"transect"
-77.03401,38.91826,2012-08-10,"transect"
-77.01453,38.94808,2014-03-16,"transect"
-77.01515,38.90759,2015-12-02,"transect"
-77.03261,38.93305,2018-10-05,"transect"
-77.06035,38.91365,2018-09-07,"transect"
-77.01921,38.91729,2011-07-15,"transect"
-77.01718,38.94614,2014-02-15,"transect"
-77.01656,38.93087,2016-10-13,"transect"
-77.01702,38.95742,2014-07-29,"transect"
-77.01734,38.95281,2011-11-30,"transect"
-77.01625,38.94905,2011-06-12,"transect"
-77.03588,38.91086,2013-04-27,"transect"
-77.01266,38.9219,2015-01-31,"transect"
-77.01889,38.94142,2013-08-01,"transect"
-77.02451,38.94627,2015-12-27,"transect"
-77.01905,38.94699,2010-07-16,"transect"
-77.01858,38.93827,2014-03-14,"transect"
-77.03744,38.91863,2013-02-02,"transect"
-77.01126,38.92408,2010-11-20,"transect"
-77.02513,38.9373,2014-08-17,"transect"
-77.02856,38.93717,2019-07-11,"transect"
-77.06206,38.90989,2013-02-10,"transect"
-77.00689,38.95014,2013-10-03,"transect"
-77.02513,38.90504,2018-05-27,"transect"
-77.03105,38.90444,2011-07-09,"transect"
-77.00144,38.95184,2017-07-04,"transect"
-77.03323,38.93475,2016-09-17,"transect"
-77.00767,38.95293,2013-11-07,"transect"
-77.02591,38.95439,2012-02-21,"transect"
-77.04212,38.93669,2012-05-15,"transect"
-77.02326,38.95657,2017-04-22,"transect"
-77.05287,38.91996,2019-01-23,"transect"
-77.027,38.93269,2014-10-06,"transect"
-77.01656,38.93584,2012-09-23,"transect"
-77.00596,38.9522,2010-12-11,"transect"
-77.04586,38.92493,2016-07-24,"transect"
-77.02996,38.94917,2018-07-24,"transect"
-77.0178,38.91814,2018-05-16,"transect"
-77.01562,38.91935,2015-11-18,"transect"
-77.00051,38.95293,2015-06-29,"transect"
-77.01391,38.94008,2013-09-02,"transect"
-77.04539,38.92396,2013-05-23,"transect"
-77.06347,38.91086,2010-04-12,"transect"
-77.02575,38.95463,2013-12-12,"transect"
-77.01765,38.94954,2019-11-03,"transect"
-77.01671,38.95523,2015-07-01,"transect"
-77.00861,38.94675,2010-10-22,"transect"
-77.01032,38.9459,2013-06-20,"transect"
-77.00128,38.95293,2012-03-09,"transect"
-77.02887,38.91814,2014-05-13,"transect"
-77.05022,38.92178,2016-11-13,"transect"
-77.03058,38.9242,2014-01-02,"transect"
-77.00658,38.95196,2019-07-13,"transect"
-77.05458,38.91935,2013-11-13,"transect"
-77.04508,38.91741,2018-03-20,"transect"
-77.03105,38.91353,2015-10-26,"transect"
-77.04009,38.91511,2016-02-05,"transect"
-77.01874,38.93754,2013-03-01,"transect"
-77.01235,38.9453,2014-06-07,"transect"
-77.03993,38.91487,2010-04-05,"transect"
-77.01936,38.95729,2018-09-20,"transect"
-77.02139,38.9219,2016-11-14,"transect"
-77.01188,38.9259,2014-11-08,"transect"
-77.04414,38.92663,2016-06-18,"transect"
-77.01328,38.94978,2017-02-22,"transect"
-77.01578,38.94178,2018-06-20,"transect"
-77.00425,38.95087,2012-02-17,"transect"
-77.02326,38.94445,2014-09-16,"transect"
-77.03947,38.92723,2019-07-16,"transect"
-77.00689,38.95245,2011-05-14,"transect"
-77.01266,38.94808,2013-11-09,"transect"
-77.02793,38.92044,2012-05-07,"transect"
-77.01921,38.95729,2016-06-12,"transect"
-77.03651,38.92651,2018-01-26,"transect"
-77.03697,38.92614,2016-01-17,"transect"
-77.00877,38.93075,2018-02-06,"transect"
-77.02045,38.90674,2014-03-10,"transect"
-77.01905,38.94178,2014-12-15,"transect"
-77.00892,38.92675,2011-01-03,"transect"
-77.06674,38.90735,2020-02-28,"transect"
-77.05225,38.9196,2017-07-31,"transect"
-77.03183,38.91426,2017-04-14,"transect"
-77.02762,38.9299,2012-10-21,"transect"
-77.00877,38.94602,2015-02-05,"transect"
-77.0284,38.93233,2017-04-02,"transect"
-77.02622,38.9242,2017-01-19,"transect"
-77.02217,38.95099,2010-07-24,"transect"
-77.01656,38.95729,2012-11-11,"transect"
-77.01032,38.94517,2019-05-07,"transect"
-77.05879,38.91256,2017-03-02,"transect"
-77.02606,38.93584,2014-11-21,"transect"
-77.03666,38.91208,2019-06-08,"transect"
-77.04305,38.93536,2019-09-21,"transect"
-77.01391,38.95632,2011-12-11,"transect"
-77.03339,38.92808,2015-02-10,"transect"
-77.03448,38.90553,2018-04-15,"transect"
-77.01749,38.92881,2012-06-30,"transect"
-77.00596,38.9516,2011-05-29,"transect"
-77.02918,38.91171,2010-08-29,"transect"
-77.01749,38.94578,2014-12-24,"transect"
-77.03401,38.90456,2014-03-04,"transect"
-77.06238,38.91159,2015-12-14,"transect"
-77.05225,38.91693,2017-10-16,"transect"
-77.0591,38.91365,2015-03-17,"transect"
-77.04274,38.92505,2016-11-29,"transect"
-77.03869,38.90395,2015-03-27,"transect"
-77.01625,38.94857,2020-01-22,"transect"
-77.01484,38.93426,2012-02-08,"transect"
-77.04975,38.92626,2019-04-26,"transect"
-77.00004,38.95257,2010-06-06,"transect"
-77.02404,38.90614,2018-09-23,"transect"
-77.01999,38.94687,2017-10-28,"transect"
-77.06082,38.91317,2019-10-29,"transect"
-77.02123,38.94917,2020-01-02,"transect"
-77.01126,38.94311,2011-05-10,"transect"
-77.0256,38.90516,2019-03-03,"transect"
-77.0217,38.93075,2018-07-29,"transect"
-77.01079,38.92408,2019-02-01,"transect"
-77.01796,38.94651,2012-10-23,"transect"
-77.02528,38.94772,2011-01-11,"transect"
-77.02715,38.92069,2014-05-11,"transect"
-77.00752,38.93499,2016-07-21,"transect"
-77.02076,38.93911,2014-08-11,"transect"
-77.02856,38.90407,2015-08-03,"transect"
-77.0256,38.95487,2019-05-13,"transect"
-77.03604,38.9379,2011-11-28,"transect"
-77.02606,38.90892,2015-10-29,"transect"
-77.01749,38.93233,2012-02-06,"transect"
-77.02934,38.95039,2011-10-12,"transect"
-77.06175,38.91196,2014-01-31,"transect"
-77.04819,38.92966,2011-06-26,"transect"
-77.02123,38.94481,2019-02-11,"transect"
-77.03884,38.9276,2011-02-06,"transect"
-77.05708,38.9145,2013-03-30,"transect"
-77.04508,38.91584,2019-08-06,"transect"
-77.02108,38.94481,2011-08-11,"transect"
-77.03541,38.93972,2019-11-14,"transect"
-77.04071,38.91572,2018-05-14,"transect"
-77.02123,38.94178,2014-07-13,"transect"
-77.03089,38.94736,2019-01-05,"transect"
-77.03993,38.92578,2019-07-01,"transect"
-77.02326,38.91596,2018-02-14,"transect"
-77.03261,38.94517,2019-07-26,"transect"
-77.03822,38.93996,2018-04-23,"transect"
-77.03448,38.94336,2011-08-03,"transect"
-77.02264,38.9162,2017-01-11,"transect"
-77.0164,38.94481,2012-09-13,"transect"
-77.02638,38.91062,2019-08-25,"transect"
-77.03495,38.92299,2015-08-13,"transect"
-77.02996,38.91717,2019-02-28,"transect"
-77.04492,38.93269,2010-06-20,"transect"
-77.0136,38.94711,2013-10-29,"transect"
-77.02201,38.95414,2017-07-13,"transect"
-77.05396,38.92069,2019-08-29,"transect"
-77.01064,38.92541,2013-03-16,"transect"
-77.01547,38.95014,2012-10-20,"transect"
-77.01656,38.94457,2014-04-18,"transect"
-77.01064,38.92857,2018-01-31,"transect"
-77.01702,38.95087,2018-01-08,"transect"
-77.02154,38.91669,2011-03-29,"transect"
-77.0164,38.93111,2018-12-30,"transect"
-77.01469,38.95002,2011-12-27,"transect"
-77.03635,38.90383,2012-09-11,"transect"
-77.01531,38.94784,2019-02-07,"transect"
-77.02326,38.95669,2015-09-26,"transect"
-77.0323,38.92129,2010-10-17,"transect"
-77.00736,38.93657,2014-05-02,"transect"
-77.01095,38.95451,2011-04-01,"transect"
-77.03557,38.91766,2010-08-20,"transect"
-77.05334,38.91753,2017-03-05,"transect"
-77.04476,38.9236,2013-07-04,"transect"
-77.02747,38.94833,2014-05-30,"transect"
-77.02186,38.92481,2017-08-18,"transect"
-77.04149,38.9373,2016-10-30,"transect"
-77.0217,38.93645,2015-03-30,"transect"
-77.00877,38.95075,2013-08-20,"transect"
-77.04243,38.91584,2011-08-07,"transect"
-77.04866,38.91899,2012-09-08,"transect"
-77.03541,38.9276,2020-04-05,"transect"
-77.01313,38.9482,2011-03-19,"transect"
-77.05147,38.92093,2013-07-29,"transect"
-77.00923,38.95099,2018-08-11,"transect"
-77.06456,38.91074,2015-02-02,"transect"
-77.0217,38.92481,2018-12-22,"transect"
-77.03401,38.92566,2012-01-03,"transect"
-77.02856,38.94942,2018-01-23,"transect"
-77.0298,38.90456,2018-05-07,"transect"
-77.01531,38.94614,2012-04-20,"transect"
-77.03386,38.93584,2010-08-01,"transect"
-77.05895,38.91487,2010-03-09,"transect"
-77.05832,38.91414,2010-12-20,"transect"
-77.04866,38.91863,2016-01-31,"transect"
-77.03199,38.93851,2012-04-15,"transect"
-77.06565,38.90977,2018-11-12,"transect"
-77.0256,38.91511,2018-07-23,"transect"
-77.02139,38.93087,2019-07-20,"transect"
-77.03105,38.92505,2011-02-08,"transect"
-77.04056,38.93523,2018-04-01,"transect"
-77.01671,38.91887,2018-06-02,"transect"
-77.0284,38.94202,2018-10-24,"transect"
-77.01843,38.93693,2011-01-02,"transect"
-77.00736,38.93633,2013-08-27,"transect"
-77.02217,38.93608,2016-09-18,"transect"
-77.02092,38.95729,2010-02-23,"transect"
-77.0538,38.92032,2012-11-05,"transect"
-77.01702,38.90626,2013-06-30,"transect"
-77.03152,38.90322,2012-06-09,"transect"
-77.02123,38.92723,2014-09-29,"transect"
-77.03183,38.93863,2011-10-26,"transect"
-77.04975,38.91826,2010-02-16,"transect"
-77.01547,38.95063,2019-12-06,"transect"
-77.00783,38.94869,2012-05-25,"transect"
-77.05069,38.9139,2010-12-10,"transect"
-77.0217,38.92602,2016-01-20,"transect"
-77.02139,38.94505,2018-10-14,"transect"
-77.01547,38.90638,2017-03-21,"transect"
-77.01406,38.9516,2018-02-26,"transect"
-77.02544,38.90383,2015-12-09,"transect"
-77.03183,38.90456,2012-03-30,"transect"
-77.00752,38.93887,2017-07-15,"transect"
-77.03105,38.9162,2015-05-10,"transect"
-77.015,38.90662,2015-12-21,"transect"
-77.0164,38.94978,2016-06-26,"transect"
-77.03947,38.93378,2015-05-16,"transect"
-77.06799,38.90614,2011-07-20,"transect"
-77.02341,38.93451,2020-03-03,"transect"
-77.00861,38.94663,2017-03-01,"transect"
-77.04461,38.92105,2014-08-03,"transect"
-77.01157,38.92335,2014-08-16,"transect"
-77.0496,38.92796,2011-01-24,"transect"
-77.02638,38.93693,2014-08-13,"transect"
-77.00393,38.95111,2013-08-22,"transect"
-77.04835,38.9145,2013-09-21,"transect"
-77.03651,38.93087,2012-01-07,"transect"
-77.03697,38.9122,2014-03-26,"transect"
